date,crop_name,district,market_name,min_price,max_price,avg_price,unit,quantity_available,weather_condition,season
2022-02-26,Onion,Madaripur,Madaripur Main Bazar,28.41,36.88,32.65,kg,1726,Sunny,Winter
2022-02-27,Onion,Madaripur,Madaripur Main Bazar,30.39,39.46,34.92,kg,1468,Sunny,Winter
2022-02-28,Onion,Madaripur,Madaripur Main Bazar,33.94,44.07,39.0,kg,1669,Rainy,Winter
2022-03-01,Onion,Madaripur,Madaripur Main Bazar,44.58,57.89,51.24,kg,1719,Rainy,Summer
2022-03-02,Onion,Madaripur,Madaripur Main Bazar,34.68,45.03,39.86,kg,1383,Cloudy,Summer
2022-03-03,Onion,Madaripur,Madaripur Main Bazar,29.0,37.65,33.33,kg,1257,Rainy,Summer
2022-03-04,Onion,Madaripur,Madaripur Main Bazar,36.2,47.0,41.6,kg,1631,Rainy,Summer
2022-03-05,Onion,Madaripur,Madaripur Main Bazar,28.94,37.58,33.26,kg,1757,Sunny,Summer
2022-03-06,Onion,Madaripur,Madaripur Main Bazar,34.87,45.28,40.08,kg,1674,Sunny,Summer
2022-03-07,Onion,Madaripur,Madaripur Main Bazar,39.77,51.64,45.7,kg,1500,Rainy,Summer
2022-03-08,Onion,Madaripur,Madaripur Main Bazar,33.4,43.37,38.38,kg,1506,Sunny,Summer
2022-03-09,Onion,Madaripur,Madaripur Main Bazar,32.52,42.23,37.38,kg,1830,Foggy,Summer
2022-03-10,Onion,Madaripur,Madaripur Main Bazar,29.74,38.61,34.17,kg,1665,Rainy,Summer
2022-03-11,Onion,Madaripur,Madaripur Main Bazar,35.49,46.08,40.78,kg,1753,Cloudy,Summer
2022-03-12,Onion,Madaripur,Madaripur Main Bazar,33.03,42.89,37.96,kg,1686,Sunny,Summer
2022-03-13,Onion,Madaripur,Madaripur Main Bazar,29.7,38.57,34.14,kg,2044,Cloudy,Summer
2022-03-14,Onion,Madaripur,Madaripur Main Bazar,36.52,47.42,41.97,kg,1493,Sunny,Summer
2022-03-15,Onion,Madaripur,Madaripur Main Bazar,29.66,38.51,34.08,kg,1464,Sunny,Summer
2022-03-16,Onion,Madaripur,Madaripur Main Bazar,35.17,45.67,40.42,kg,1450,Sunny,Summer
2022-03-17,Onion,Madaripur,Madaripur Main Bazar,37.35,48.49,42.92,kg,1618,Cloudy,Summer
2022-03-18,Onion,Madaripur,Madaripur Main Bazar,38.37,49.82,44.1,kg,1685,Foggy,Summer
2022-03-19,Onion,Madaripur,Madaripur Main Bazar,30.22,39.24,34.73,kg,1604,Rainy,Summer
2022-03-20,Onion,Madaripur,Madaripur Main Bazar,36.2,47.01,41.6,kg,1545,Rainy,Summer
2022-03-21,Onion,Madaripur,Madaripur Main Bazar,40.4,52.46,46.43,kg,1759,Foggy,Summer
2022-03-22,Onion,Madaripur,Madaripur Main Bazar,33.96,44.1,39.03,kg,2108,Sunny,Summer
2022-03-23,Onion,Madaripur,Madaripur Main Bazar,28.74,37.32,33.03,kg,1663,Windy,Summer
2022-03-24,Onion,Madaripur,Madaripur Main Bazar,36.6,47.52,42.06,kg,1594,Windy,Summer
2022-03-25,Onion,Madaripur,Madaripur Main Bazar,29.99,38.94,34.46,kg,1600,Rainy,Summer
2022-03-26,Onion,Madaripur,Madaripur Main Bazar,30.18,39.18,34.68,kg,1651,Cloudy,Summer
2022-03-27,Onion,Madaripur,Madaripur Main Bazar,34.09,44.27,39.18,kg,1607,Foggy,Summer
2022-03-28,Onion,Madaripur,Madaripur Main Bazar,29.51,38.32,33.92,kg,1553,Cloudy,Summer
2022-03-29,Onion,Madaripur,Madaripur Main Bazar,32.04,41.61,36.83,kg,1726,Foggy,Summer
2022-03-30,Onion,Madaripur,Madaripur Main Bazar,34.78,45.16,39.97,kg,1497,Foggy,Summer
2022-03-31,Onion,Madaripur,Madaripur Main Bazar,31.01,40.27,35.64,kg,1758,Foggy,Summer
2022-04-01,Onion,Madaripur,Madaripur Main Bazar,34.88,45.29,40.08,kg,1749,Cloudy,Summer
2022-04-02,Onion,Madaripur,Madaripur Main Bazar,32.38,42.04,37.21,kg,1554,Sunny,Summer
2022-04-03,Onion,Madaripur,Madaripur Main Bazar,32.57,42.29,37.43,kg,1672,Cloudy,Summer
2022-04-04,Onion,Madaripur,Madaripur Main Bazar,34.79,45.17,39.98,kg,1465,Sunny,Summer
2022-04-05,Onion,Madaripur,Madaripur Main Bazar,34.79,45.17,39.98,kg,1808,Cloudy,Summer
2022-04-06,Onion,Madaripur,Madaripur Main Bazar,38.49,49.97,44.23,kg,1260,Sunny,Summer
2022-04-07,Onion,Madaripur,Madaripur Main Bazar,38.09,49.46,43.78,kg,1659,Sunny,Summer
2022-04-08,Onion,Madaripur,Madaripur Main Bazar,24.42,31.71,28.06,kg,1766,Rainy,Summer
2022-04-09,Onion,Madaripur,Madaripur Main Bazar,34.25,44.47,39.36,kg,1556,Cloudy,Summer
2022-04-10,Onion,Madaripur,Madaripur Main Bazar,35.44,46.02,40.73,kg,1836,Sunny,Summer
2022-04-11,Onion,Madaripur,Madaripur Main Bazar,33.84,43.94,38.89,kg,1619,Cloudy,Summer
2022-04-12,Onion,Madaripur,Madaripur Main Bazar,40.38,52.43,46.4,kg,1497,Rainy,Summer
2022-04-13,Onion,Madaripur,Madaripur Main Bazar,33.92,44.04,38.98,kg,1540,Rainy,Summer
2022-04-14,Onion,Madaripur,Madaripur Main Bazar,38.71,50.26,44.48,kg,1461,Sunny,Summer
2022-04-15,Onion,Madaripur,Madaripur Main Bazar,38.44,49.91,44.18,kg,1966,Sunny,Summer
2022-04-16,Onion,Madaripur,Madaripur Main Bazar,35.27,45.8,40.53,kg,2010,Sunny,Summer
2022-04-17,Onion,Madaripur,Madaripur Main Bazar,34.67,45.01,39.84,kg,1739,Windy,Summer
2022-04-18,Onion,Madaripur,Madaripur Main Bazar,36.49,47.38,41.94,kg,1619,Cloudy,Summer
2022-04-19,Onion,Madaripur,Madaripur Main Bazar,34.67,45.02,39.84,kg,1507,Foggy,Summer
2022-04-20,Onion,Madaripur,Madaripur Main Bazar,41.85,54.33,48.09,kg,1498,Windy,Summer
2022-04-21,Onion,Madaripur,Madaripur Main Bazar,35.99,46.73,41.36,kg,1706,Rainy,Summer
2022-04-22,Onion,Madaripur,Madaripur Main Bazar,39.61,51.43,45.52,kg,1476,Foggy,Summer
2022-04-23,Onion,Madaripur,Madaripur Main Bazar,34.33,44.57,39.45,kg,1472,Foggy,Summer
2022-04-24,Onion,Madaripur,Madaripur Main Bazar,34.88,45.29,40.08,kg,1411,Sunny,Summer
2022-04-25,Onion,Madaripur,Madaripur Main Bazar,28.4,36.88,32.64,kg,1706,Foggy,Summer
2022-04-26,Onion,Madaripur,Madaripur Main Bazar,36.59,47.52,42.06,kg,1951,Sunny,Summer
2022-04-27,Onion,Madaripur,Madaripur Main Bazar,30.79,39.98,35.38,kg,1998,Cloudy,Summer
2022-04-28,Onion,Madaripur,Madaripur Main Bazar,31.61,41.04,36.33,kg,1942,Windy,Summer
2022-04-29,Onion,Madaripur,Madaripur Main Bazar,33.53,43.54,38.53,kg,1634,Sunny,Summer
2022-04-30,Onion,Madaripur,Madaripur Main Bazar,33.2,43.11,38.16,kg,1739,Rainy,Summer
2022-05-01,Onion,Madaripur,Madaripur Main Bazar,30.42,39.5,34.96,kg,1626,Windy,Summer
2022-05-02,Onion,Madaripur,Madaripur Main Bazar,32.16,41.76,36.96,kg,1693,Foggy,Summer
2022-05-03,Onion,Madaripur,Madaripur Main Bazar,29.24,37.97,33.6,kg,1642,Rainy,Summer
2022-05-04,Onion,Madaripur,Madaripur Main Bazar,28.26,36.69,32.48,kg,1822,Cloudy,Summer
2022-05-05,Onion,Madaripur,Madaripur Main Bazar,22.8,29.61,26.2,kg,1436,Sunny,Summer
2022-05-06,Onion,Madaripur,Madaripur Main Bazar,24.15,31.36,27.76,kg,1938,Foggy,Summer
2022-05-07,Onion,Madaripur,Madaripur Main Bazar,29.79,38.68,34.24,kg,2026,Foggy,Summer
2022-05-08,Onion,Madaripur,Madaripur Main Bazar,31.88,41.39,36.64,kg,1748,Sunny,Summer
2022-05-09,Onion,Madaripur,Madaripur Main Bazar,22.59,29.33,25.96,kg,1853,Windy,Summer
2022-05-10,Onion,Madaripur,Madaripur Main Bazar,25.44,33.03,29.24,kg,1661,Foggy,Summer
2022-05-11,Onion,Madaripur,Madaripur Main Bazar,14.26,18.52,16.39,kg,1617,Foggy,Summer
2022-05-12,Onion,Madaripur,Madaripur Main Bazar,20.92,27.16,24.04,kg,1756,Windy,Summer
2022-05-13,Onion,Madaripur,Madaripur Main Bazar,27.01,35.08,31.04,kg,1394,Rainy,Summer
2022-05-14,Onion,Madaripur,Madaripur Main Bazar,20.01,25.98,23.0,kg,1608,Sunny,Summer
2022-05-15,Onion,Madaripur,Madaripur Main Bazar,28.92,37.55,33.24,kg,1124,Sunny,Summer
2022-05-16,Onion,Madaripur,Madaripur Main Bazar,24.17,31.39,27.78,kg,1557,Foggy,Summer
2022-05-17,Onion,Madaripur,Madaripur Main Bazar,27.4,35.58,31.49,kg,1554,Sunny,Summer
2022-05-18,Onion,Madaripur,Madaripur Main Bazar,26.58,34.51,30.54,kg,1971,Rainy,Summer
2022-05-19,Onion,Madaripur,Madaripur Main Bazar,21.21,27.53,24.37,kg,1705,Foggy,Summer
2022-05-20,Onion,Madaripur,Madaripur Main Bazar,20.72,26.9,23.81,kg,1761,Sunny,Summer
2022-05-21,Onion,Madaripur,Madaripur Main Bazar,25.44,33.03,29.24,kg,1478,Cloudy,Summer
2022-05-22,Onion,Madaripur,Madaripur Main Bazar,19.4,25.19,22.3,kg,1688,Cloudy,Summer
2022-05-23,Onion,Madaripur,Madaripur Main Bazar,29.54,38.36,33.95,kg,1235,Windy,Summer
2022-05-24,Onion,Madaripur,Madaripur Main Bazar,22.26,28.9,25.58,kg,1504,Foggy,Summer
2022-05-25,Onion,Madaripur,Madaripur Main Bazar,19.8,25.71,22.76,kg,1173,Cloudy,Summer
2022-05-26,Onion,Madaripur,Madaripur Main Bazar,20.37,26.44,23.4,kg,2087,Foggy,Summer
2022-05-27,Onion,Madaripur,Madaripur Main Bazar,23.28,30.23,26.76,kg,1570,Foggy,Summer
2022-05-28,Onion,Madaripur,Madaripur Main Bazar,20.7,26.87,23.78,kg,1620,Cloudy,Summer
2022-05-29,Onion,Madaripur,Madaripur Main Bazar,16.35,21.23,18.79,kg,1652,Rainy,Summer
2022-05-30,Onion,Madaripur,Madaripur Main Bazar,18.24,23.68,20.96,kg,1604,Sunny,Summer
2022-05-31,Onion,Madaripur,Madaripur Main Bazar,19.59,25.43,22.51,kg,1272,Cloudy,Summer
2022-06-01,Onion,Madaripur,Madaripur Main Bazar,22.81,29.62,26.22,kg,1436,Cloudy,Monsoon
2022-06-02,Onion,Madaripur,Madaripur Main Bazar,14.52,18.86,16.69,kg,1565,Sunny,Monsoon
2022-06-03,Onion,Madaripur,Madaripur Main Bazar,15.35,19.93,17.64,kg,1572,Sunny,Monsoon
2022-06-04,Onion,Madaripur,Madaripur Main Bazar,14.43,18.74,16.58,kg,1852,Foggy,Monsoon
2022-06-05,Onion,Madaripur,Madaripur Main Bazar,9.83,12.77,11.3,kg,1508,Rainy,Monsoon
2022-06-06,Onion,Madaripur,Madaripur Main Bazar,11.18,14.52,12.85,kg,1623,Sunny,Monsoon
2022-06-07,Onion,Madaripur,Madaripur Main Bazar,14.89,19.33,17.11,kg,1477,Sunny,Monsoon
2022-06-08,Onion,Madaripur,Madaripur Main Bazar,12.48,16.21,14.34,kg,1697,Windy,Monsoon
2022-06-09,Onion,Madaripur,Madaripur Main Bazar,14.24,18.49,16.36,kg,1961,Rainy,Monsoon
2022-06-10,Onion,Madaripur,Madaripur Main Bazar,12.75,16.55,14.65,kg,1346,Foggy,Monsoon
2022-06-11,Onion,Madaripur,Madaripur Main Bazar,18.32,23.79,21.06,kg,1434,Rainy,Monsoon
2022-06-12,Onion,Madaripur,Madaripur Main Bazar,18.71,24.29,21.5,kg,1936,Sunny,Monsoon
2022-06-13,Onion,Madaripur,Madaripur Main Bazar,21.48,27.9,24.69,kg,1682,Sunny,Monsoon
2022-06-14,Onion,Madaripur,Madaripur Main Bazar,22.03,28.61,25.32,kg,1563,Foggy,Monsoon
2022-06-15,Onion,Madaripur,Madaripur Main Bazar,13.84,17.97,15.9,kg,1566,Foggy,Monsoon
2022-06-16,Onion,Madaripur,Madaripur Main Bazar,20.5,26.62,23.56,kg,1667,Cloudy,Monsoon
2022-06-17,Onion,Madaripur,Madaripur Main Bazar,16.33,21.2,18.76,kg,1580,Sunny,Monsoon
2022-06-18,Onion,Madaripur,Madaripur Main Bazar,23.8,30.9,27.35,kg,1607,Sunny,Monsoon
2022-06-19,Onion,Madaripur,Madaripur Main Bazar,11.49,14.91,13.2,kg,1561,Cloudy,Monsoon
2022-06-20,Onion,Madaripur,Madaripur Main Bazar,15.69,20.37,18.03,kg,1537,Sunny,Monsoon
2022-06-21,Onion,Madaripur,Madaripur Main Bazar,11.48,14.9,13.19,kg,1207,Cloudy,Monsoon
2022-06-22,Onion,Madaripur,Madaripur Main Bazar,10.01,13.0,11.5,kg,1718,Rainy,Monsoon
2022-06-23,Onion,Madaripur,Madaripur Main Bazar,8.27,10.74,9.5,kg,1730,Cloudy,Monsoon
2022-06-24,Onion,Madaripur,Madaripur Main Bazar,18.47,23.98,21.22,kg,1504,Sunny,Monsoon
2022-06-25,Onion,Madaripur,Madaripur Main Bazar,16.1,20.91,18.51,kg,1850,Sunny,Monsoon
2022-06-26,Onion,Madaripur,Madaripur Main Bazar,18.52,24.04,21.28,kg,1750,Foggy,Monsoon
2022-06-27,Onion,Madaripur,Madaripur Main Bazar,17.66,22.93,20.3,kg,1531,Cloudy,Monsoon
2022-06-28,Onion,Madaripur,Madaripur Main Bazar,12.93,16.78,14.86,kg,1837,Foggy,Monsoon
2022-06-29,Onion,Madaripur,Madaripur Main Bazar,15.59,20.24,17.92,kg,1496,Sunny,Monsoon
2022-06-30,Onion,Madaripur,Madaripur Main Bazar,22.7,29.47,26.08,kg,1683,Rainy,Monsoon
2022-07-01,Onion,Madaripur,Madaripur Main Bazar,18.91,24.55,21.73,kg,1776,Sunny,Monsoon
2022-07-02,Onion,Madaripur,Madaripur Main Bazar,11.8,15.32,13.56,kg,2073,Rainy,Monsoon
2022-07-03,Onion,Madaripur,Madaripur Main Bazar,14.12,18.34,16.23,kg,1541,Sunny,Monsoon
2022-07-04,Onion,Madaripur,Madaripur Main Bazar,9.7,12.6,11.15,kg,1892,Sunny,Monsoon
2022-07-05,Onion,Madaripur,Madaripur Main Bazar,11.62,15.09,13.36,kg,1622,Foggy,Monsoon
2022-07-06,Onion,Madaripur,Madaripur Main Bazar,16.14,20.96,18.55,kg,1824,Cloudy,Monsoon
2022-07-07,Onion,Madaripur,Madaripur Main Bazar,11.4,14.81,13.1,kg,1712,Windy,Monsoon
2022-07-08,Onion,Madaripur,Madaripur Main Bazar,15.72,20.41,18.07,kg,1971,Rainy,Monsoon
2022-07-09,Onion,Madaripur,Madaripur Main Bazar,13.16,17.09,15.12,kg,1534,Cloudy,Monsoon
2022-07-10,Onion,Madaripur,Madaripur Main Bazar,10.11,13.13,11.62,kg,1611,Sunny,Monsoon
2022-07-11,Onion,Madaripur,Madaripur Main Bazar,5.82,7.56,6.69,kg,1675,Rainy,Monsoon
2022-07-12,Onion,Madaripur,Madaripur Main Bazar,4.43,5.75,5.09,kg,1613,Sunny,Monsoon
2022-07-13,Onion,Madaripur,Madaripur Main Bazar,9.33,12.12,10.72,kg,1745,Cloudy,Monsoon
2022-07-14,Onion,Madaripur,Madaripur Main Bazar,14.26,18.52,16.39,kg,1584,Sunny,Monsoon
2022-07-15,Onion,Madaripur,Madaripur Main Bazar,19.81,25.72,22.76,kg,1997,Windy,Monsoon
2022-07-16,Onion,Madaripur,Madaripur Main Bazar,14.23,18.47,16.35,kg,1527,Rainy,Monsoon
2022-07-17,Onion,Madaripur,Madaripur Main Bazar,13.0,16.88,14.94,kg,1508,Sunny,Monsoon
2022-07-18,Onion,Madaripur,Madaripur Main Bazar,10.25,13.31,11.78,kg,1487,Foggy,Monsoon
2022-07-19,Onion,Madaripur,Madaripur Main Bazar,13.39,17.39,15.39,kg,1301,Cloudy,Monsoon
2022-07-20,Onion,Madaripur,Madaripur Main Bazar,14.24,18.49,16.36,kg,1788,Sunny,Monsoon
2022-07-21,Onion,Madaripur,Madaripur Main Bazar,11.99,15.56,13.78,kg,1406,Windy,Monsoon
2022-07-22,Onion,Madaripur,Madaripur Main Bazar,15.66,20.34,18.0,kg,1661,Cloudy,Monsoon
2022-07-23,Onion,Madaripur,Madaripur Main Bazar,14.31,18.58,16.44,kg,1911,Cloudy,Monsoon
2022-07-24,Onion,Madaripur,Madaripur Main Bazar,19.43,25.22,22.32,kg,1532,Cloudy,Monsoon
2022-07-25,Onion,Madaripur,Madaripur Main Bazar,8.57,11.13,9.85,kg,1657,Cloudy,Monsoon
2022-07-26,Onion,Madaripur,Madaripur Main Bazar,15.59,20.24,17.92,kg,2023,Cloudy,Monsoon
2022-07-27,Onion,Madaripur,Madaripur Main Bazar,15.59,20.25,17.92,kg,1783,Sunny,Monsoon
2022-07-28,Onion,Madaripur,Madaripur Main Bazar,10.91,14.17,12.54,kg,1914,Windy,Monsoon
2022-07-29,Onion,Madaripur,Madaripur Main Bazar,15.16,19.68,17.42,kg,1244,Foggy,Monsoon
2022-07-30,Onion,Madaripur,Madaripur Main Bazar,11.38,14.78,13.08,kg,1764,Sunny,Monsoon
2022-07-31,Onion,Madaripur,Madaripur Main Bazar,18.18,23.61,20.9,kg,1587,Cloudy,Monsoon
2022-08-01,Onion,Madaripur,Madaripur Main Bazar,22.03,28.6,25.32,kg,1743,Foggy,Monsoon
2022-08-02,Onion,Madaripur,Madaripur Main Bazar,10.43,13.55,11.99,kg,1558,Rainy,Monsoon
2022-08-03,Onion,Madaripur,Madaripur Main Bazar,20.53,26.66,23.6,kg,1663,Sunny,Monsoon
2022-08-04,Onion,Madaripur,Madaripur Main Bazar,19.48,25.29,22.38,kg,1390,Sunny,Monsoon
2022-08-05,Onion,Madaripur,Madaripur Main Bazar,21.43,27.83,24.63,kg,1802,Sunny,Monsoon
2022-08-06,Onion,Madaripur,Madaripur Main Bazar,22.63,29.39,26.01,kg,1447,Cloudy,Monsoon
2022-08-07,Onion,Madaripur,Madaripur Main Bazar,19.25,25.0,22.12,kg,2049,Cloudy,Monsoon
2022-08-08,Onion,Madaripur,Madaripur Main Bazar,12.71,16.5,14.6,kg,1610,Foggy,Monsoon
2022-08-09,Onion,Madaripur,Madaripur Main Bazar,11.94,15.51,13.72,kg,1728,Cloudy,Monsoon
2022-08-10,Onion,Madaripur,Madaripur Main Bazar,4.07,5.29,4.68,kg,1714,Cloudy,Monsoon
2022-08-11,Onion,Madaripur,Madaripur Main Bazar,4.18,5.42,4.8,kg,1440,Foggy,Monsoon
2022-08-12,Onion,Madaripur,Madaripur Main Bazar,10.33,13.41,11.87,kg,1552,Cloudy,Monsoon
2022-08-13,Onion,Madaripur,Madaripur Main Bazar,7.29,9.46,8.38,kg,1918,Sunny,Monsoon
2022-08-14,Onion,Madaripur,Madaripur Main Bazar,7.54,9.79,8.66,kg,1608,Sunny,Monsoon
2022-08-15,Onion,Madaripur,Madaripur Main Bazar,12.12,15.73,13.92,kg,1897,Cloudy,Monsoon
2022-08-16,Onion,Madaripur,Madaripur Main Bazar,8.75,11.36,10.06,kg,1644,Sunny,Monsoon
2022-08-17,Onion,Madaripur,Madaripur Main Bazar,8.43,10.94,9.68,kg,1645,Foggy,Monsoon
2022-08-18,Onion,Madaripur,Madaripur Main Bazar,1.71,2.22,1.96,kg,1505,Sunny,Monsoon
2022-08-19,Onion,Madaripur,Madaripur Main Bazar,0.87,1.13,1.0,kg,1599,Cloudy,Monsoon
2022-08-20,Onion,Madaripur,Madaripur Main Bazar,8.99,11.67,10.33,kg,1471,Rainy,Monsoon
2022-08-21,Onion,Madaripur,Madaripur Main Bazar,6.96,9.04,8.0,kg,1819,Sunny,Monsoon
2022-08-22,Onion,Madaripur,Madaripur Main Bazar,15.76,20.46,18.11,kg,1701,Sunny,Monsoon
2022-08-23,Onion,Madaripur,Madaripur Main Bazar,2.31,3.0,2.66,kg,1519,Foggy,Monsoon
2022-08-24,Onion,Madaripur,Madaripur Main Bazar,9.46,12.28,10.87,kg,1577,Rainy,Monsoon
2022-08-25,Onion,Madaripur,Madaripur Main Bazar,15.11,19.61,17.36,kg,1700,Sunny,Monsoon
2022-08-26,Onion,Madaripur,Madaripur Main Bazar,6.3,8.18,7.24,kg,1389,Windy,Monsoon
2022-08-27,Onion,Madaripur,Madaripur Main Bazar,10.32,13.4,11.86,kg,1546,Sunny,Monsoon
2022-08-28,Onion,Madaripur,Madaripur Main Bazar,20.88,27.11,23.99,kg,1442,Cloudy,Monsoon
2022-08-29,Onion,Madaripur,Madaripur Main Bazar,3.49,4.53,4.01,kg,1474,Sunny,Monsoon
2022-08-30,Onion,Madaripur,Madaripur Main Bazar,6.73,8.74,7.74,kg,1548,Cloudy,Monsoon
2022-08-31,Onion,Madaripur,Madaripur Main Bazar,13.57,17.62,15.6,kg,1684,Foggy,Monsoon
2022-09-01,Onion,Madaripur,Madaripur Main Bazar,11.79,15.31,13.55,kg,1689,Sunny,Monsoon
2022-09-02,Onion,Madaripur,Madaripur Main Bazar,14.96,19.43,17.2,kg,1690,Rainy,Monsoon
2022-09-03,Onion,Madaripur,Madaripur Main Bazar,10.42,13.53,11.98,kg,1721,Cloudy,Monsoon
2022-09-04,Onion,Madaripur,Madaripur Main Bazar,13.23,17.18,15.2,kg,2148,Rainy,Monsoon
2022-09-05,Onion,Madaripur,Madaripur Main Bazar,13.01,16.9,14.95,kg,1672,Foggy,Monsoon
2022-09-06,Onion,Madaripur,Madaripur Main Bazar,10.49,13.62,12.06,kg,1307,Rainy,Monsoon
2022-09-07,Onion,Madaripur,Madaripur Main Bazar,8.66,11.25,9.96,kg,1891,Sunny,Monsoon
2022-09-08,Onion,Madaripur,Madaripur Main Bazar,15.89,20.64,18.26,kg,1583,Sunny,Monsoon
2022-09-09,Onion,Madaripur,Madaripur Main Bazar,7.86,10.21,9.04,kg,1871,Foggy,Monsoon
2022-09-10,Onion,Madaripur,Madaripur Main Bazar,19.48,25.3,22.39,kg,1662,Windy,Monsoon
2022-09-11,Onion,Madaripur,Madaripur Main Bazar,8.37,10.87,9.62,kg,1415,Foggy,Monsoon
2022-09-12,Onion,Madaripur,Madaripur Main Bazar,21.37,27.75,24.56,kg,1360,Cloudy,Monsoon
2022-09-13,Onion,Madaripur,Madaripur Main Bazar,23.4,30.38,26.89,kg,1647,Sunny,Monsoon
2022-09-14,Onion,Madaripur,Madaripur Main Bazar,24.94,32.38,28.66,kg,1729,Windy,Monsoon
2022-09-15,Onion,Madaripur,Madaripur Main Bazar,32.08,41.65,36.86,kg,1732,Foggy,Monsoon
2022-09-16,Onion,Madaripur,Madaripur Main Bazar,29.9,38.83,34.36,kg,1569,Cloudy,Monsoon
2022-09-17,Onion,Madaripur,Madaripur Main Bazar,19.32,25.08,22.2,kg,2106,Sunny,Monsoon
2022-09-18,Onion,Madaripur,Madaripur Main Bazar,18.02,23.39,20.7,kg,1801,Sunny,Monsoon
2022-09-19,Onion,Madaripur,Madaripur Main Bazar,22.15,28.76,25.46,kg,1700,Sunny,Monsoon
2022-09-20,Onion,Madaripur,Madaripur Main Bazar,23.22,30.15,26.68,kg,1964,Rainy,Monsoon
2022-09-21,Onion,Madaripur,Madaripur Main Bazar,20.56,26.7,23.63,kg,1894,Sunny,Monsoon
2022-09-22,Onion,Madaripur,Madaripur Main Bazar,25.87,33.59,29.73,kg,2218,Foggy,Monsoon
2022-09-23,Onion,Madaripur,Madaripur Main Bazar,16.78,21.79,19.28,kg,1691,Sunny,Monsoon
2022-09-24,Onion,Madaripur,Madaripur Main Bazar,16.7,21.69,19.2,kg,1580,Windy,Monsoon
2022-09-25,Onion,Madaripur,Madaripur Main Bazar,9.66,12.54,11.1,kg,1446,Rainy,Monsoon
2022-09-26,Onion,Madaripur,Madaripur Main Bazar,15.52,20.15,17.84,kg,1810,Sunny,Monsoon
2022-09-27,Onion,Madaripur,Madaripur Main Bazar,9.93,12.89,11.41,kg,1589,Windy,Monsoon
2022-09-28,Onion,Madaripur,Madaripur Main Bazar,15.13,19.64,17.39,kg,1559,Windy,Monsoon
2022-09-29,Onion,Madaripur,Madaripur Main Bazar,14.92,19.38,17.15,kg,1513,Rainy,Monsoon
2022-09-30,Onion,Madaripur,Madaripur Main Bazar,12.28,15.95,14.11,kg,1756,Sunny,Monsoon
2022-10-01,Onion,Madaripur,Madaripur Main Bazar,16.42,21.33,18.88,kg,1603,Sunny,Autumn
2022-10-02,Onion,Madaripur,Madaripur Main Bazar,19.04,24.73,21.88,kg,1619,Sunny,Autumn
2022-10-03,Onion,Madaripur,Madaripur Main Bazar,18.81,24.43,21.62,kg,1681,Cloudy,Autumn
2022-10-04,Onion,Madaripur,Madaripur Main Bazar,17.4,22.59,19.99,kg,1690,Sunny,Autumn
2022-10-05,Onion,Madaripur,Madaripur Main Bazar,18.03,23.41,20.72,kg,2160,Cloudy,Autumn
2022-10-06,Onion,Madaripur,Madaripur Main Bazar,12.68,16.46,14.57,kg,1805,Rainy,Autumn
2022-10-07,Onion,Madaripur,Madaripur Main Bazar,22.24,28.88,25.56,kg,1733,Foggy,Autumn
2022-10-08,Onion,Madaripur,Madaripur Main Bazar,21.3,27.65,24.48,kg,1599,Sunny,Autumn
2022-10-09,Onion,Madaripur,Madaripur Main Bazar,26.18,34.0,30.09,kg,1365,Sunny,Autumn
2022-10-10,Onion,Madaripur,Madaripur Main Bazar,25.53,33.15,29.34,kg,1375,Foggy,Autumn
2022-10-11,Onion,Madaripur,Madaripur Main Bazar,29.12,37.81,33.47,kg,1301,Foggy,Autumn
2022-10-12,Onion,Madaripur,Madaripur Main Bazar,32.5,42.2,37.35,kg,1404,Cloudy,Autumn
2022-10-13,Onion,Madaripur,Madaripur Main Bazar,22.9,29.74,26.32,kg,1649,Cloudy,Autumn
2022-10-14,Onion,Madaripur,Madaripur Main Bazar,28.94,37.58,33.26,kg,1553,Sunny,Autumn
2022-10-15,Onion,Madaripur,Madaripur Main Bazar,28.55,37.07,32.81,kg,1578,Sunny,Autumn
2022-10-16,Onion,Madaripur,Madaripur Main Bazar,32.98,42.82,37.9,kg,1554,Rainy,Autumn
2022-10-17,Onion,Madaripur,Madaripur Main Bazar,35.58,46.2,40.89,kg,1395,Foggy,Autumn
2022-10-18,Onion,Madaripur,Madaripur Main Bazar,33.9,44.02,38.96,kg,1233,Foggy,Autumn
2022-10-19,Onion,Madaripur,Madaripur Main Bazar,29.11,37.8,33.46,kg,1653,Rainy,Autumn
2022-10-20,Onion,Madaripur,Madaripur Main Bazar,28.42,36.9,32.66,kg,1998,Foggy,Autumn
2022-10-21,Onion,Madaripur,Madaripur Main Bazar,22.89,29.72,26.3,kg,1508,Windy,Autumn
2022-10-22,Onion,Madaripur,Madaripur Main Bazar,25.5,33.11,29.3,kg,1459,Sunny,Autumn
2022-10-23,Onion,Madaripur,Madaripur Main Bazar,31.4,40.77,36.08,kg,1924,Cloudy,Autumn
2022-10-24,Onion,Madaripur,Madaripur Main Bazar,32.2,41.81,37.01,kg,1817,Cloudy,Autumn
2022-10-25,Onion,Madaripur,Madaripur Main Bazar,26.64,34.59,30.62,kg,1587,Rainy,Autumn
2022-10-26,Onion,Madaripur,Madaripur Main Bazar,33.11,42.99,38.05,kg,1465,Sunny,Autumn
